Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
82	S5YC	you wearing that hoodie ? and was like oh god I was like oh my god you know when you	're standing	in the streets being like what the fuck ? like what ? and I was like where are you ?	you_PPY wearing_VVG that_DD1 hoodie_NN1 ?_YQUE and_CC was_VBDZ like_RR oh_UH god_NN1 I_PPIS1 was_VBDZ like_RR oh_UH my_APPGE god_NN1 you_PPY know_VV0 when_RRQ you_PPY	're_VBR standing_VVG	in_II the_AT streets_NN2 being_VBG like_II what_DDQ the_AT fuck_NN1 ?_YQUE like_RR what_DDQ ?_YQUE and_CC I_PPIS1 was_VBDZ like_RR where_RRQ are_VBR you_PPY ?_YQUE	Catch-up with housemate after holiday	discussing, explaining, inquiring, complaining, inviting, announcing, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0439 S0441	2	2015-09-16	0:41:42	Home –Kitchen	2015 Q3	2015	Close family, partners, very close friends	Holiday, great north run, Newcastle, netball, sport, food, friends, catch-up	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=81	1566727	1566728
83	S632	one group per chair ah back in --UNCLEARWORD only have the one chair oh my god fish fingers --UNCLEARWORD they	're sitting	on each other 's laps it 's like I do n't understand your how long 's your --UNCLEARWORD ? a	one_MC1 group_NN1 per_II chair_NN1 ah_UH back_RP in_II --UNCLEARWORD_FU only_RR have_VH0 the_AT one_MC1 chair_NN1 oh_UH my_APPGE god_NN1 fish_NN fingers_NN2 --UNCLEARWORD_FU they_PPHS2	're_VBR sitting_VVG	on_II each_PPX221 other_PPX222 's_GE laps_NN2 it_PPH1 's_VBZ like_RR I_PPIS1 do_VD0 n't_XX understand_VVI your_APPGE how_RGQ long_JJ 's_VBZ your_APPGE --UNCLEARWORD_FU ?_YQUE a_AT1	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0202 S0208 S0211 S0216 S0218 S0220 S0221 S0222	8	2014-10-04	5:48:22	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=82	1590524	1590525
84	S63K	hard I mean he works all the hours under the sun yeah I mean and --ANONnameF 's just gon na	be sitting	there in a tent what are they doing for heating and stuff like that ? yeah eh I do n't	hard_RR I_PPIS1 mean_VV0 he_PPHS1 works_VVZ all_DB the_AT hours_NNT2 under_II the_AT sun_NN1 yeah_UH I_PPIS1 mean_VV0 and_CC --ANONnameF_NP1 's_VBZ just_RR gon_VVGK na_TO	be_VBI sitting_VVG	there_RL in_II a_AT1 tent_NN1 what_DDQ are_VBR they_PPHS2 doing_VDG for_IF heating_NN1 and_CC stuff_NN1 like_II that_DD1 ?_YQUE yeah_UH eh_UH I_PPIS1 do_VD0 n't_XX	Couple go for a walk in the countryside.	Discussing, explaining, making arrangements	Original	Texts within Sample release	S0024 S0144	2	2012-04-17	0:30:01	The countryside, Norfolk	2012 Q2	2012	Close family, partners, very close friends	art exhibition, home repairs, dresses, auctions	T14	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=83	1646474	1646475
85	S63L	can that 's where you 're gon na make a lot of money but I think I 'm gon na	be sitting	there at the age of fifty-five and I 'm gon na be sitting down with students and I 'm gon	can_VM that_DD1 's_VBZ where_RRQ you_PPY 're_VBR gon_VVGK na_TO make_VVI a_AT1 lot_NN1 of_IO money_NN1 but_CCB I_PPIS1 think_VV0 I_PPIS1 'm_VBM gon_VVGK na_TO	be_VBI sitting_VVG	there_RL at_II the_AT age_NN1 of_IO fifty-five_MC and_CC I_PPIS1 'm_VBM gon_VVGK na_TO be_VBI sitting_VVG down_RP with_IW students_NN2 and_CC I_PPIS1 'm_VBM gon_VVGK	A couple talking about future plans for a career change and how to set up a small business. 	Discussing, explaining, inquiring, advising, requesting, making arrangements	Revised	Texts not in Sample release	S0261 S0262	2	2014-08-29	1:02:07	House-sitting in Australia	2014 Q3	2014	Close family, partners, very close friends	Changing careers, and personal life goals and interests. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=84	1650498	1650499
86	S63L	but I think I 'm gon na be sitting there at the age of fifty-five and I 'm gon na	be sitting	down with students and I 'm gon na be going back to square one yep mm and I 'll be	but_CCB I_PPIS1 think_VV0 I_PPIS1 'm_VBM gon_VVGK na_TO be_VBI sitting_VVG there_RL at_II the_AT age_NN1 of_IO fifty-five_MC and_CC I_PPIS1 'm_VBM gon_VVGK na_TO	be_VBI sitting_VVG	down_RP with_IW students_NN2 and_CC I_PPIS1 'm_VBM gon_VVGK na_TO be_VBI going_VVG back_RP to_II square_NN1 one_MC yep_UH mm_UH and_CC I_PPIS1 'll_VM be_VBI	A couple talking about future plans for a career change and how to set up a small business. 	Discussing, explaining, inquiring, advising, requesting, making arrangements	Revised	Texts not in Sample release	S0261 S0262	2	2014-08-29	1:02:07	House-sitting in Australia	2014 Q3	2014	Close family, partners, very close friends	Changing careers, and personal life goals and interests. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=85	1650511	1650512
87	S64H	cushion cover I said and it might not sound brilliant I said but if you 've made it and you	're sitting	there all wrapped up in it all cuddled up in it and snuggly yeah yeah you can feel so proud	cushion_NN1 cover_NN1 I_PPIS1 said_VVD and_CC it_PPH1 might_VM not_XX sound_VVI brilliant_JJ I_PPIS1 said_VVD but_CCB if_CS you_PPY 've_VH0 made_VVN it_PPH1 and_CC you_PPY	're_VBR sitting_VVG	there_RL all_DB wrapped_VVN up_RP in_II it_PPH1 all_DB cuddled_VVN up_RP in_II it_PPH1 and_CC snuggly_RR yeah_UH yeah_UH you_PPY can_VM feel_VVI so_RG proud_JJ	Meal with a friend	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0255 S0257 S0260	3	2014-09-29	2:33:21	Speaker's house	2014 Q3	2014	Close family, partners, very close friends	Food, words, family, childhood toys and games we played, knitting/crocheting, TV, books, eBooks, ‘it’s a small world’.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=86	1671406	1671407
88	S66A	bitten it early on had just died mm who she was pretty close to erm she was em and she	was standing	out on the one day and --ANONnameM came along and asked her oh who 's died ? yeah well it	bitten_VVN it_PPH1 early_RR on_II had_VHD just_RR died_VVN mm_UH who_PNQS she_PPHS1 was_VBDZ pretty_RG close_JJ to_II erm_UH she_PPHS1 was_VBDZ em_PPHO2 and_CC she_PPHS1	was_VBDZ standing_VVG	out_RP on_II the_AT one_MC1 day_NNT1 and_CC --ANONnameM_NP1 came_VVD along_RP and_CC asked_VVD her_PPHO1 oh_UH who_PNQS 's_VHZ died_VVN ?_YQUE yeah_UH well_RR it_PPH1		Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements	Original	Texts within Sample release	S0097 S0151 S0179	3	2012-04-27	1:12:13	ANON's home, Cambridge	2012 Q2	2012	Friends, wider family circle	Food, work colleagues, social relationships, salaries, houses, faux pas	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=87	1700454	1700455
89	S66A	it it was just cheaper than a normal one with active erm do you wear goggles ? erm yeah you	're sitting	on them not now they 're in there what oh you mean like 3D whether you do n't need glasses	it_PPH1 it_PPH1 was_VBDZ just_RR cheaper_JJR than_CSN a_AT1 normal_JJ one_PN1 with_IW active_JJ erm_UH do_VD0 you_PPY wear_VVI goggles_NN2 ?_YQUE erm_UH yeah_UH you_PPY	're_VBR sitting_VVG	on_II them_PPHO2 not_XX now_RT they_PPHS2 're_VBR in_II there_RL what_DDQ oh_UH you_PPY mean_VV0 like_RR 3D_FO whether_CSW you_PPY do_VD0 n't_XX need_VVI glasses_NN2		Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements	Original	Texts within Sample release	S0097 S0151 S0179	3	2012-04-27	1:12:13	ANON's home, Cambridge	2012 Q2	2012	Friends, wider family circle	Food, work colleagues, social relationships, salaries, houses, faux pas	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=88	1706452	1706453
90	S6AK	do n't they ? yeah yeah she 's sat up the corner she says I thought that was --ANONnameF who	's sitting	at the airport waiting no --ANONnameF is another well she 's ever further away ai n't she from ? no	do_VD0 n't_XX they_PPHS2 ?_YQUE yeah_UH yeah_UH she_PPHS1 's_VHZ sat_VVN up_RP the_AT corner_NN1 she_PPHS1 says_VVZ I_PPIS1 thought_VVD that_DD1 was_VBDZ --ANONnameF_NP1 who_PNQS	's_VBZ sitting_VVG	at_II the_AT airport_NN1 waiting_VVG no_AT --ANONnameF_NP1 is_VBZ another_DD1 well_RR she_PPHS1 's_VBZ ever_RR further_RRR away_RL ai_FU n't_XX she_PPHS1 from_II ?_YQUE no_UH	Having a cup of tea	Discussing, explaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-03-14	1:34:37	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	 Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=89	1773436	1773437
91	S6AK	and in rush hour people literally fight to get on because there 's just not enough room and then they	're standing	there like that once they 're in yeah yeah yeah god mm it 's quite good fun when you 're	and_CC in_II rush_NN1 hour_NNT1 people_NN literally_RR fight_VV0 to_TO get_VVI on_RP because_CS there_EX 's_VBZ just_RR not_XX enough_DD room_NN1 and_CC then_RT they_PPHS2	're_VBR standing_VVG	there_RL like_II that_DD1 once_CS they_PPHS2 're_VBR in_II yeah_UH yeah_UH yeah_UH god_NN1 mm_UH it_PPH1 's_VBZ quite_RG good_JJ fun_NN1 when_CS you_PPY 're_VBR	Having a cup of tea	Discussing, explaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-03-14	1:34:37	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	 Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=90	1778727	1778728
92	S6HP	I have n't got very many friends but the friends I have got yeah I was thinking if they 'd	been sitting	in that sitting room as I had or sitting in that restaurant in --ANONplace as I had yeah I think	I_PPIS1 have_VH0 n't_XX got_VVN very_RG many_DA2 friends_NN2 but_CCB the_AT friends_NN2 I_PPIS1 have_VH0 got_VVN yeah_UH I_PPIS1 was_VBDZ thinking_VVG if_CS they_PPHS2 'd_VHD	been_VBN sitting_VVG	in_II that_DD1 sitting_NN1 room_NN1 as_CSA I_PPIS1 had_VHD or_CC sitting_VVG in_II that_DD1 restaurant_NN1 in_II --ANONplace_NP1 as_CSA I_PPIS1 had_VHD yeah_UH I_PPIS1 think_VV0	Two very close friends discussing their family members and their lives.	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Revised	Texts within Sample release	S0262 S0303	2	2014-10-23	1:51:00	At ANON’s home in Brixton, London.	2014 Q4	2014	Close family, partners, very close friends	Family members and their lives.  Telling a story involving family members.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=91	1855754	1855755
93	S6HP	and he was like mm yes mm mm but that 's very vicious begrudgingly and snide and so poor --ANONnameM	was sitting	there watching all of this and er and I think you know that 's when --ANONnameM sort of thought right	and_CC he_PPHS1 was_VBDZ like_RR mm_UH yes_UH mm_UH mm_UH but_CCB that_DD1 's_VBZ very_RG vicious_JJ begrudgingly_RR and_CC snide_JJ and_CC so_RR poor_JJ --ANONnameM_NP1	was_VBDZ sitting_VVG	there_RL watching_VVG all_DB of_IO this_DD1 and_CC er_UH and_CC I_PPIS1 think_VV0 you_PPY know_VV0 that_DD1 's_VBZ when_RRQ --ANONnameM_NP1 sort_RR21 of_RR22 thought_VVD right_RR	Two very close friends discussing their family members and their lives.	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Revised	Texts within Sample release	S0262 S0303	2	2014-10-23	1:51:00	At ANON’s home in Brixton, London.	2014 Q4	2014	Close family, partners, very close friends	Family members and their lives.  Telling a story involving family members.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=92	1856588	1856589
94	S6HP	know that at the time when I applied no when I applied I thought oh I 'm gon na yeah	be sitting	with people talking about Wittgenstein all day and it 's gon na be amazing all we 're gon na do	know_VVI that_CST at_II the_AT time_NNT1 when_RRQ I_PPIS1 applied_VVD no_UH when_CS I_PPIS1 applied_VVD I_PPIS1 thought_VVD oh_UH I_PPIS1 'm_VBM gon_VVGK na_TO yeah_UH	be_VB0 sitting_VVG	with_IW people_NN talking_VVG about_II Wittgenstein_NP1 all_DB day_NNT1 and_CC it_PPH1 's_VBZ gon_VVGK na_TO be_VBI amazing_JJ all_DB we_PPIS2 're_VBR gon_VVGK na_TO do_VDI	Two very close friends discussing their family members and their lives.	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Revised	Texts within Sample release	S0262 S0303	2	2014-10-23	1:51:00	At ANON’s home in Brixton, London.	2014 Q4	2014	Close family, partners, very close friends	Family members and their lives.  Telling a story involving family members.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=93	1863459	1863460
95	S6HP	n't like the fact that he 'd walked in and he said but I am with a client so I	'm sitting	here are you the client ? but I 'm going to have a drink but we had n't invited him	n't_XX like_VVI the_AT fact_NN1 that_CST he_PPHS1 'd_VHD walked_VVN in_RP and_CC he_PPHS1 said_VVD but_CCB I_PPIS1 am_VBM with_IW a_AT1 client_NN1 so_RR I_PPIS1	'm_VBM sitting_VVG	here_RL are_VBR you_PPY the_AT client_NN1 ?_YQUE but_CCB I_PPIS1 'm_VBM going_VVGK to_TO have_VHI a_AT1 drink_NN1 but_CCB we_PPIS2 had_VHD n't_XX invited_VVN him_PPHO1	Two very close friends discussing their family members and their lives.	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Revised	Texts within Sample release	S0262 S0303	2	2014-10-23	1:51:00	At ANON’s home in Brixton, London.	2014 Q4	2014	Close family, partners, very close friends	Family members and their lives.  Telling a story involving family members.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=94	1864949	1864950
96	S6HP	to stay mm so there 's been a divergence yes of desires here yeah exactly yeah yeah and this guy	's sitting	right in the middle of it right and he accepts this drink and the only other people there are you	to_TO stay_VVI mm_UH so_RR there_EX 's_VHZ been_VBN a_AT1 divergence_NN1 yes_UH of_IO desires_NN2 here_RL yeah_UH exactly_RR yeah_UH yeah_UH and_CC this_DD1 guy_NN1	's_VBZ sitting_VVG	right_RR in_II the_AT middle_NN1 of_IO it_PPH1 right_RR and_CC he_PPHS1 accepts_VVZ this_DD1 drink_NN1 and_CC the_AT only_JJ other_JJ people_NN there_EX are_VBR you_PPY	Two very close friends discussing their family members and their lives.	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Revised	Texts within Sample release	S0262 S0303	2	2014-10-23	1:51:00	At ANON’s home in Brixton, London.	2014 Q4	2014	Close family, partners, very close friends	Family members and their lives.  Telling a story involving family members.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=95	1865759	1865760
97	S6KV	to pick somebody off the ground ? just to test them out ? what I ge- every time and I	was sitting	there like sewing could n't you could we j- could you just not try you know when er you know	to_TO pick_VVI somebody_PN1 off_II the_AT ground_NN1 ?_YQUE just_RR to_TO test_VVI them_PPHO2 out_RP ?_YQUE what_DDQ I_PPIS1 ge-_FU every_AT1 time_NNT1 and_CC I_PPIS1	was_VBDZ sitting_VVG	there_RL like_II sewing_NN1 could_VM n't_XX you_PPY could_VM we_PPIS2 j-_FU could_VM you_PPY just_RR not_XX try_VVI you_PPY know_VV0 when_RRQ er_UH you_PPY know_VV0	Dinner conversation about buying and selling game, Daddy Pig.	Discussing, explaing, advising, requesting, buying/selling, telling jokes	Revised	Texts not in Sample release	S0415 S0416 S0417 S0418	4	2015-10-13	0:30:52	 Ballincollig, Cork, Ireland,  home.	2015 Q4	2015	Close family, partners, very close friends	Computer game selling, civilization 5, on the bus, Daddy Pig, ripping trousers, Pikachu, Chewbacca, rapping	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=96	1928225	1928226
98	S6Q6	I 'm working on at the moment and they gave us five folders full of receipts most of which have	been stood	on stood on ? yeah he 's like he 's like a mechanic and all his receipts have like footprints	I_PPIS1 'm_VBM working_VVG on_RP at_II the_AT moment_NN1 and_CC they_PPHS2 gave_VVD us_PPIO2 five_MC folders_NN2 full_JJ of_IO receipts_NN2 most_RRT of_IO which_DDQ have_VH0	been_VBN stood_VVN	on_RP stood_VVD on_RP ?_YQUE yeah_UH he_PPHS1 's_VBZ like_II he_PPHS1 's_VBZ like_II a_AT1 mechanic_NN1 and_CC all_DB his_APPGE receipts_NN2 have_VH0 like_RR footprints_VVZ	Friends gathering for Christmas talking about university and general life. 	Discussing, explaining, inquiring, complaining, advising, telling jokes	Revised	Texts not in Sample release	S0592 S0595 S0596 S0597 S0598	5	2015-12-18	2:00:00	ANON’s house, Surrey	2015 Q4	2015	Friends, wider family circle	TV series, university, work, apprenticeships, illness, Christmas, presents, friends, family.  	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=97	1944081	1944082
99	S6Q6	there any point in us going back to our flat ? we might as well just stay here so you	were sitting	in the library all night ? so we left the library at erm at eight so that was er thirteen	there_EX any_DD point_NN1 in_II us_PPIO2 going_VVG back_RP to_II our_APPGE flat_NN1 ?_YQUE we_PPIS2 might_VM as_RR21 well_RR22 just_RR stay_VVI here_RL so_RR you_PPY	were_VBDR sitting_VVG	in_II the_AT library_NN1 all_DB night_NNT1 ?_YQUE so_RR we_PPIS2 left_VVD the_AT library_NN1 at_II erm_UH at_II eight_MC so_RR that_DD1 was_VBDZ er_UH thirteen_MC	Friends gathering for Christmas talking about university and general life. 	Discussing, explaining, inquiring, complaining, advising, telling jokes	Revised	Texts not in Sample release	S0592 S0595 S0596 S0597 S0598	5	2015-12-18	2:00:00	ANON’s house, Surrey	2015 Q4	2015	Friends, wider family circle	TV series, university, work, apprenticeships, illness, Christmas, presents, friends, family.  	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=98	1958738	1958739
