Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Additional Title(s)	Alternative Title(s)	ID numbers (STC)	Century	Century Status	Decade	Decade Status	Half Century	Half Century Status	ID numbers (marc, bibno)	Keyword Terms	Author(s)	Rough-draft genre (experimental, incomplete)	Notes	Publication Place(s)	Publisher(s)	Quarter Century	Quarter Century Status	BIBNO tag(s)	STC tag(s)	VID tag(s)	Title	Year	Year Status	URL	Match-begin corpus position	Match-end corpus position
782	A51840	that overcomes will I grant to sit with me in my Throne , even as I also overcame , and	<<< am sat >>>	down with my Father in his Throne . Sometimes by a Crown ; 2 Tim . 4.8 . Henceforth there	that_CST overcomes_VVZ will_VM I_PPIS1 grant_VVI to_TO sit_VVI with_IW me_PPIO1 in_II my_APPGE Throne_NN1 ,_YCOM even_RR as_CSA I_PPIS1 also_RR overcame_VVD ,_YCOM and_CC	<<< am_VBM sat_VVN >>>	down_RP with_IW my_APPGE Father_NN1 in_II his_APPGE Throne_NN1 ._YSTP Sometimes_RT by_II a_AT1 Crown_NN1 ;_YSCOL 2_MC Tim_NP1 ._YSTP 4.8_MC ._YSTP Henceforth_RT there_EX	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M524. | Arber's Term. cat. 451.	1600_1699	CERTAIN	1690_1699	CERTAIN	1650_1699	CERTAIN	13325823	Bible -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677.	SERMONS	Some pages are stained, print is faded, and there is show-through.  Page 317 is stained.  Pages 378, 383, 695, 796-97, 898, and 935 are misnumbered.  Pages 488-95, 549-600, and 993-94 are missing in number onlyin filmed copy.  Pages 300-31 photographed from Union Theological Seminary Library copy and inserted at the end. | Reproduction of original in Huntington Library.	London	Printed by J. D. and are to be sold by Jonathon Robinson ..	1675_1699	CERTAIN	oclc: 13325823	W: M524	99069	A fourth volume containing one hundred and fifty sermons on several texts of Scripture in two parts : part the first containing LXXIV sermons : part the second containing LXXVI sermons : with an alphabetical table to the whole / by ... Thomas Manton ...	1693	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=781	760066939	760066940
783	A51842	shall either in Doctrine or practice count any transgression of his Laws so light and venial , as not to	<<< be stood >>>	upon as if it were but a trifle . Christians , if we had the awe of Gods authority upon	shall_VM either_RR in_II Doctrine_NN1 or_CC practice_NN1 count_VV0 any_DD transgression_NN1 of_IO his_APPGE Laws_NN2 so_RG light_JJ and_CC venial_JJ ,_YCOM as_CSA not_XX to_TO	<<< be_VBI stood_VVN >>>	upon_II as_CS21 if_CS22 it_PPH1 were_VBDR but_CCB a_AT1 trifle_NN1 ._YSTP Christians_NN2 ,_YCOM if_CS we_PPIS2 had_VHD the_AT awe_NN1 of_IO Gods_NN2 authority_NN1 upon_II	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M526A.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	24054647	Bible. -- O.T. -- Psalms CXIX -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677. | White, Robert, 1645-1703. | Bates, William, 1625-1699.	SERMONS	Includes index. | &quot;To the reader&quot; signed: W. Bates. | Contains frontispiece portrait of Thomas Manton, signed: R. White, sculpsit. | Reproduction of original in the University of Illinois Library.	London	Printed for T.P. &amp;c. and are to be sold by Michael Hide, bookseller in Exo	1675_1699	CERTAIN	oclc: 24054647	W: M526A	109635	One hundred and ninety sermons on the hundred and nineteenth Psalm preached by the late reverend and learned Thomas Manton, D.D.  ; with a perfect alphabetical table directing to the principal matters contained therein.	1681	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=782	760106145	760106146
784	A51842	the sense of old sins . They may stick by us . We think tricks of youth are not to	<<< be stood >>>	upon ; you may have a bitter sense of them to your dying day . 4 . You will every	the_AT sense_NN1 of_IO old_JJ sins_NN2 ._YSTP They_PPHS2 may_VM stick_VVI by_II us_PPIO2 ._YSTP We_PPIS2 think_VV0 tricks_NN2 of_IO youth_NN1 are_VBR not_XX to_TO	<<< be_VBI stood_VVN >>>	upon_II ;_YSCOL you_PPY may_VM have_VHI a_AT1 bitter_JJ sense_NN1 of_IO them_PPHO2 to_II your_APPGE dying_JJ day_NNT1 ._YSTP 4_MC ._YSTP You_PPY will_VM every_AT1	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M526A.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	24054647	Bible. -- O.T. -- Psalms CXIX -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677. | White, Robert, 1645-1703. | Bates, William, 1625-1699.	SERMONS	Includes index. | &quot;To the reader&quot; signed: W. Bates. | Contains frontispiece portrait of Thomas Manton, signed: R. White, sculpsit. | Reproduction of original in the University of Illinois Library.	London	Printed for T.P. &amp;c. and are to be sold by Michael Hide, bookseller in Exo	1675_1699	CERTAIN	oclc: 24054647	W: M526A	109635	One hundred and ninety sermons on the hundred and nineteenth Psalm preached by the late reverend and learned Thomas Manton, D.D.  ; with a perfect alphabetical table directing to the principal matters contained therein.	1681	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=783	760140476	760140477
785	A51842	often see that men for a little gain will break all the Commandments of God , as things not to	<<< be stood >>>	upon , when any temporal commodity is in chase , and in the pursuit of worldly riches , care not	often_RR see_VV0 that_CST men_NN2 for_IF a_AT1 little_JJ gain_NN1 will_VM break_VVI all_DB the_AT Commandments_NN2 of_IO God_NP1 ,_YCOM as_CSA things_NN2 not_XX to_TO	<<< be_VBI stood_VVN >>>	upon_II ,_YCOM when_CS any_DD temporal_JJ commodity_NN1 is_VBZ in_II chase_NN1 ,_YCOM and_CC in_II the_AT pursuit_NN1 of_IO worldly_JJ riches_NN2 ,_YCOM care_VV0 not_XX	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M526A.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	24054647	Bible. -- O.T. -- Psalms CXIX -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677. | White, Robert, 1645-1703. | Bates, William, 1625-1699.	SERMONS	Includes index. | &quot;To the reader&quot; signed: W. Bates. | Contains frontispiece portrait of Thomas Manton, signed: R. White, sculpsit. | Reproduction of original in the University of Illinois Library.	London	Printed for T.P. &amp;c. and are to be sold by Michael Hide, bookseller in Exo	1675_1699	CERTAIN	oclc: 24054647	W: M526A	109635	One hundred and ninety sermons on the hundred and nineteenth Psalm preached by the late reverend and learned Thomas Manton, D.D.  ; with a perfect alphabetical table directing to the principal matters contained therein.	1681	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=784	760171693	760171694
786	A51842	? Every sin that is committed , slights the Law that forbids it , as if it were not to	<<< be stood >>>	upon , it is no matter what God sayeth to the contrary . There is fearing the commandment , and	?_YQUE Every_AT1 sin_NN1 that_CST is_VBZ committed_VVN ,_YCOM slights_VVZ the_AT Law_NN1 that_CST forbids_VVZ it_PPH1 ,_YCOM as_CS21 if_CS22 it_PPH1 were_VBDR not_XX to_TO	<<< be_VBI stood_VVN >>>	upon_II ,_YCOM it_PPH1 is_VBZ no_DDQV31 matter_DDQV32 what_DDQV33 God_NP1 sayeth_VVZ to_II the_AT contrary_NN1 ._YSTP There_EX is_VBZ fearing_VVG the_AT commandment_NN1 ,_YCOM and_CC	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M526A.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	24054647	Bible. -- O.T. -- Psalms CXIX -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677. | White, Robert, 1645-1703. | Bates, William, 1625-1699.	SERMONS	Includes index. | &quot;To the reader&quot; signed: W. Bates. | Contains frontispiece portrait of Thomas Manton, signed: R. White, sculpsit. | Reproduction of original in the University of Illinois Library.	London	Printed for T.P. &amp;c. and are to be sold by Michael Hide, bookseller in Exo	1675_1699	CERTAIN	oclc: 24054647	W: M526A	109635	One hundred and ninety sermons on the hundred and nineteenth Psalm preached by the late reverend and learned Thomas Manton, D.D.  ; with a perfect alphabetical table directing to the principal matters contained therein.	1681	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=785	760216517	760216518
787	A51842	us for going upright , let us pity them . The judgment of wicked men is depraved , not to	<<< be stood >>>	upon ; and this contempt one day will be cast upon themselves , Psal. 49. 14 . The upright shall	us_PPIO2 for_IF going_VVG upright_RL ,_YCOM let_VV0 us_PPIO2 pity_VVI them_PPHO2 ._YSTP The_AT judgment_NN1 of_IO wicked_JJ men_NN2 is_VBZ depraved_VVN ,_YCOM not_XX to_TO	<<< be_VBI stood_VVN >>>	upon_II ;_YSCOL and_CC this_DD1 contempt_NN1 one_MC1 day_NNT1 will_VM be_VBI cast_VVN upon_II themselves_PPX2 ,_YCOM Psal._NP1 49._MC 14_MC ._YSTP The_AT upright_NN1 shall_VM	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M526A.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	24054647	Bible. -- O.T. -- Psalms CXIX -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677. | White, Robert, 1645-1703. | Bates, William, 1625-1699.	SERMONS	Includes index. | &quot;To the reader&quot; signed: W. Bates. | Contains frontispiece portrait of Thomas Manton, signed: R. White, sculpsit. | Reproduction of original in the University of Illinois Library.	London	Printed for T.P. &amp;c. and are to be sold by Michael Hide, bookseller in Exo	1675_1699	CERTAIN	oclc: 24054647	W: M526A	109635	One hundred and ninety sermons on the hundred and nineteenth Psalm preached by the late reverend and learned Thomas Manton, D.D.  ; with a perfect alphabetical table directing to the principal matters contained therein.	1681	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=786	760229273	760229274
788	A51842	, that it was better when there was less preaching and less knowledge , that small sins are not to	<<< be stood >>>	upon . But God inlightning the soul makes us to see the vanity and sinfulness of such thoughts . 2	,_YCOM that_CST it_PPH1 was_VBDZ better_RRR when_CS there_EX was_VBDZ less_RGR preaching_JJ and_CC less_DAR knowledge_NN1 ,_YCOM that_DD1 small_JJ sins_NN2 are_VBR not_XX to_TO	<<< be_VBI stood_VVN >>>	upon_II ._YSTP But_CCB God_NP1 inlightning_VVG the_AT soul_NN1 makes_VVZ us_PPIO2 to_TO see_VVI the_AT vanity_NN1 and_CC sinfulness_NN1 of_IO such_DA thoughts_NN2 ._YSTP 2_MC	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M526A.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	24054647	Bible. -- O.T. -- Psalms CXIX -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677. | White, Robert, 1645-1703. | Bates, William, 1625-1699.	SERMONS	Includes index. | &quot;To the reader&quot; signed: W. Bates. | Contains frontispiece portrait of Thomas Manton, signed: R. White, sculpsit. | Reproduction of original in the University of Illinois Library.	London	Printed for T.P. &amp;c. and are to be sold by Michael Hide, bookseller in Exo	1675_1699	CERTAIN	oclc: 24054647	W: M526A	109635	One hundred and ninety sermons on the hundred and nineteenth Psalm preached by the late reverend and learned Thomas Manton, D.D.  ; with a perfect alphabetical table directing to the principal matters contained therein.	1681	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=787	760328551	760328552
789	A51842	a base Fellow acts the part of a Prince . 5 . The Judgment of the World is not to	<<< be stood >>>	upon . Why should we desire the applause of the blind ungodly World , or make any great matter of	a_AT1 base_NN1 Fellow_NN1 acts_VVZ the_AT part_NN1 of_IO a_AT1 Prince_NN1 ._YSTP 5_MC ._YSTP The_AT Judgment_NN1 of_IO the_AT World_NN1 is_VBZ not_XX to_TO	<<< be_VBI stood_VVN >>>	upon_II ._YSTP Why_RRQ should_VM we_PPIS2 desire_VVI the_AT applause_NN1 of_IO the_AT blind_JJ ungodly_JJ World_NN1 ,_YCOM or_CC make_VV0 any_DD great_JJ matter_NN1 of_IO	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M526A.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	24054647	Bible. -- O.T. -- Psalms CXIX -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677. | White, Robert, 1645-1703. | Bates, William, 1625-1699.	SERMONS	Includes index. | &quot;To the reader&quot; signed: W. Bates. | Contains frontispiece portrait of Thomas Manton, signed: R. White, sculpsit. | Reproduction of original in the University of Illinois Library.	London	Printed for T.P. &amp;c. and are to be sold by Michael Hide, bookseller in Exo	1675_1699	CERTAIN	oclc: 24054647	W: M526A	109635	One hundred and ninety sermons on the hundred and nineteenth Psalm preached by the late reverend and learned Thomas Manton, D.D.  ; with a perfect alphabetical table directing to the principal matters contained therein.	1681	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=788	760428951	760428952
790	A51842	and the Sanctified , this they scorn and scoff at . 6 . Their Judgment is perverse , not to	<<< be stood >>>	upon . They count the Children of God foolish and crack-brain 'd , the Crimination may be justly retorted :	and_CC the_AT Sanctified_JJ ,_YCOM this_DD1 they_PPHS2 scorn_NN1 and_CC scoff_VV0 at_II ._YSTP 6_MC ._YSTP Their_APPGE Judgment_NN1 is_VBZ perverse_JJ ,_YCOM not_XX to_TO	<<< be_VBI stood_VVN >>>	upon_II ._YSTP They_PPHS2 count_VV0 the_AT Children_NN2 of_IO God_NP1 foolish_JJ and_CC crack-brain_NN1 'd_VM ,_YCOM the_AT Crimination_NN1 may_VM be_VBI justly_RR retorted_VVN :_YCOL	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M526A.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	24054647	Bible. -- O.T. -- Psalms CXIX -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677. | White, Robert, 1645-1703. | Bates, William, 1625-1699.	SERMONS	Includes index. | &quot;To the reader&quot; signed: W. Bates. | Contains frontispiece portrait of Thomas Manton, signed: R. White, sculpsit. | Reproduction of original in the University of Illinois Library.	London	Printed for T.P. &amp;c. and are to be sold by Michael Hide, bookseller in Exo	1675_1699	CERTAIN	oclc: 24054647	W: M526A	109635	One hundred and ninety sermons on the hundred and nineteenth Psalm preached by the late reverend and learned Thomas Manton, D.D.  ; with a perfect alphabetical table directing to the principal matters contained therein.	1681	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=789	760458874	760458875
791	A51842	There is too great a coldness and indifference about the things of Religion , as if Truth were not to	<<< be stood >>>	upon . Carnal men hate the Truth . Psal. 50. 17 . They hate instruction , and cast my laws	There_EX is_VBZ too_RG great_JJ a_AT1 coldness_NN1 and_CC indifference_NN1 about_II the_AT things_NN2 of_IO Religion_NN1 ,_YCOM as_CS21 if_CS22 Truth_NN1 were_VBDR not_XX to_TO	<<< be_VBI stood_VVN >>>	upon_II ._YSTP Carnal_JJ men_NN2 hate_VV0 the_AT Truth_NN1 ._YSTP Psal._NP1 50._MC 17_MC ._YSTP They_PPHS2 hate_VV0 instruction_NN1 ,_YCOM and_CC cast_VV0 my_APPGE laws_NN2	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M526A.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	24054647	Bible. -- O.T. -- Psalms CXIX -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677. | White, Robert, 1645-1703. | Bates, William, 1625-1699.	SERMONS	Includes index. | &quot;To the reader&quot; signed: W. Bates. | Contains frontispiece portrait of Thomas Manton, signed: R. White, sculpsit. | Reproduction of original in the University of Illinois Library.	London	Printed for T.P. &amp;c. and are to be sold by Michael Hide, bookseller in Exo	1675_1699	CERTAIN	oclc: 24054647	W: M526A	109635	One hundred and ninety sermons on the hundred and nineteenth Psalm preached by the late reverend and learned Thomas Manton, D.D.  ; with a perfect alphabetical table directing to the principal matters contained therein.	1681	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=790	760814927	760814928
792	A51842	natural Conscience will rise up in arms against it , but vain thoughts , we think , are not to	<<< be stood >>>	upon . Oh but David was sensible that these were contrary to the Law of God , transgressions as well	natural_JJ Conscience_NN1 will_VM rise_VVI up_RP in_II arms_NN2 against_II it_PPH1 ,_YCOM but_CCB vain_JJ thoughts_NN2 ,_YCOM we_PPIS2 think_VV0 ,_YCOM are_VBR not_XX to_TO	<<< be_VBI stood_VVN >>>	upon_II ._YSTP Oh_UH but_CCB David_NP1 was_VBDZ sensible_JJ that_CST these_DD2 were_VBDR contrary_II21 to_II22 the_AT Law_NN1 of_IO God_NP1 ,_YCOM transgressions_NN2 as_II31 well_II32	_NO_TITLES_LISTED_	_NO_TITLES_LISTED_	Wing M526A.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	24054647	Bible. -- O.T. -- Psalms CXIX -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677. | White, Robert, 1645-1703. | Bates, William, 1625-1699.	SERMONS	Includes index. | &quot;To the reader&quot; signed: W. Bates. | Contains frontispiece portrait of Thomas Manton, signed: R. White, sculpsit. | Reproduction of original in the University of Illinois Library.	London	Printed for T.P. &amp;c. and are to be sold by Michael Hide, bookseller in Exo	1675_1699	CERTAIN	oclc: 24054647	W: M526A	109635	One hundred and ninety sermons on the hundred and nineteenth Psalm preached by the late reverend and learned Thomas Manton, D.D.  ; with a perfect alphabetical table directing to the principal matters contained therein.	1681	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=791	760887572	760887573
793	A51846	Foolish , five of the one sort , and five of the other ; the number is not exactly to	<<< be stood >>>	upon , as if the number of the saved and damned were equal ; as in the Parable of the	Foolish_JJ ,_YCOM five_MC of_IO the_AT one_MC1 sort_NN1 ,_YCOM and_CC five_MC of_IO the_AT other_JJ ;_YSCOL the_AT number_NN1 is_VBZ not_XX exactly_RR to_TO	<<< be_VBI stood_VVN >>>	upon_II ,_YCOM as_CS21 if_CS22 the_AT number_NN1 of_IO the_AT saved_JJ and_CC damned_VVD were_VBDR equal_JJ ;_YSCOL as_CSA in_II the_AT Parable_NN1 of_IO the_AT	_NO_TITLES_LISTED_	Sermons. Selections	Wing M534. | Arber's Term cat. II 92.	1600_1699	CERTAIN	1680_1689	CERTAIN	1650_1699	CERTAIN	12351035	Bible. -- N.T. -- Matthew XXV -- Sermons. | Bible. -- N.T. -- John XVII -- Sermons. | Bible. -- N.T. -- Romans VI -- Sermons. | Bible. -- N.T. -- Romans VIII -- Sermons. | Bible. -- N.T. -- Corinthians, 2nd, V -- Sermons. | Sermons, English -- 17th century.	Manton, Thomas, 1620-1677.	SERMONS	Errors in paging. | Errata list and table [i.e. index] at end of each of the five series of paging. | Dedication signed &quot;William Bates&quot;; dedication to pt. II signed &quot;William Bates, John Howe&quot;; &quot;To the reader&quot; signed: William Bates, John Collinges, John Howe. | Part II has special t.p., with imprint: London : Printed by R. Roberts for Jonathan Robinson ..., 1684. | Imperfect: portrait lacking. | Reproduction of original in University of Illinois Library.	London	Printed by J. Astwood for Jonathan Robinson ..	1675_1699	CERTAIN	oclc: 12351035	W: M534	59992	A second volume of sermons preached by the late reverend and learned Thomas Manton in two parts : the first containing XXVII sermons on the twenty fifth chapter of St. Matthew, XLV on the seventeenth chapter of St. John, and XXIV on the sixth chapter of the Epistle of the Romans : Part II, containing XLV sermons on the eighth chapter of the Epistle to the Romans, and XL on the fifth chapter of the second Epistle to the Corinthians : with alphabetical tables to each chapter, of the principal matters therein contained.	1684	CERTAIN	https://cqpweb.lancs.ac.uk/eebov3/context.php?qid=006421&batch=792	761572174	761572175
