Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
72	SAF8	the left I think --UNCLEARWORD oh oh I 'm going to do this I am I 'm sat too I	'm sat	back all relaxed I need to be you need to get focused yeah please do not mess with the table	the_AT left_NN1 I_PPIS1 think_VV0 --UNCLEARWORD_FU oh_UH oh_UH I_PPIS1 'm_VBM going_VVGK to_TO do_VDI this_DD1 I_PPIS1 am_VBM I_PPIS1 'm_VBM sat_VVN too_RR I_PPIS1	'm_VBM sat_VVN	back_RP all_DB relaxed_VVD I_PPIS1 need_VV0 to_TO be_VBI you_PPY need_VV0 to_TO get_VVI focused_VVN yeah_UH please_RR do_VD0 not_XX mess_VVI with_IW the_AT table_NN1	Friends talking about a variety of things	discussing, complaining, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	0:12:43	The Poacher (Pub) in Gorse Covert, Warrington.	2015 Q4	2015	Close family, partners, very close friends	Talking about friends. Snoring. Waterfields, the bakers. Richmond sausages. Handkerchiefs. 	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=71	3531647	3531648
73	SAR5	one lit- I would 've kicked the shit out of her cos the- not long after these fifty people had	been stood	outside my door calling me slag and she were one of them so I stood at the peephole watching mm	one_PN1 lit-_FU I_PPIS1 would_VM 've_VHI kicked_VVD the_AT shit_NN1 out_II21 of_II22 her_PPHO1 cos_CS the-_FU not_XX long_RR after_II these_DD2 fifty_MC people_NN had_VHD	been_VBN stood_VVN	outside_II my_APPGE door_NN1 calling_VVG me_APPGE slag_NN1 and_CC she_PPHS1 were_VBDR one_MC1 of_IO them_PPHO2 so_RR I_PPIS1 stood_VVD at_II the_AT peephole_NN1 watching_VVG mm_UH	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=72	3582017	3582018
74	SAR5	thi- the thing with them girls like you say is just like I could never imagine like us all like	being sat	sat in a room and then like me and you going back and like proper slating these lot all the	thi-_FU the_AT thing_NN1 with_IW them_PPHO2 girls_NN2 like_CS you_PPY say_VV0 is_VBZ just_RR like_RR I_PPIS1 could_VM never_RR imagine_VVI like_II us_PPIO2 all_DB like_II	being_VBG sat_VVN	sat_VVN in_II a_AT1 room_NN1 and_CC then_RT like_II me_PPIO1 and_CC you_PPY going_VVG back_RP and_CC like_RR proper_JJ slating_VVG these_DD2 lot_NN1 all_DB the_AT	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=73	3584223	3584224
75	SAR5	can remember once I were walking over to --ANONnameF 's flat and he he was there was someone person who	was sat	outside on the floor pissed and he were like oh you 're so fit I 'd fuck you all over	can_VM remember_VVI once_CS I_PPIS1 were_VBDR walking_VVG over_RP to_II --ANONnameF_NP1 's_GE flat_NN1 and_CC he_PPHS1 he_PPHS1 was_VBDZ there_EX was_VBDZ someone_PN1 person_NN1 who_PNQS	was_VBDZ sat_VVN	outside_RL on_II the_AT floor_NN1 pissed_JJ and_CC he_PPHS1 were_VBDR like_RR oh_UH you_PPY 're_VBR so_RG fit_JJ I_PPIS1 'd_VM fuck_VVI you_PPY all_RR over_II	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=74	3590112	3590113
76	SAR5	were doing is they were coming and ringing the doorbell and banging on the door on my door and I	were stood	watching through the peephole because I 'd heard them all calling me names and sh- singing --ANONnameF 's mum and	were_VBDR doing_VDG is_VBZ they_PPHS2 were_VBDR coming_VVG and_CC ringing_VVG the_AT doorbell_NN1 and_CC banging_VVG on_II the_AT door_NN1 on_II my_APPGE door_NN1 and_CC I_PPIS1	were_VBDR stood_VVN	watching_VVG through_II the_AT peephole_NN1 because_CS I_PPIS1 'd_VHD heard_VVN them_PPHO2 all_DB calling_VVG me_APPGE names_NN2 and_CC sh-_FU singing_VVG --ANONnameF_NP1 's_GE mum_NN1 and_CC	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=75	3591570	3591571
77	SAR5	and sh- singing --ANONnameF 's mum and all this lot and that like purposely to get to me so I	was stood	watching them though the peephole and recording what they were doing and they were ringing the fucking doorbell and then	and_CC sh-_FU singing_VVG --ANONnameF_NP1 's_GE mum_NN1 and_CC all_DB this_DD1 lot_NN1 and_CC that_DD1 like_RR purposely_RR to_TO get_VVI to_II me_PPIO1 so_RR I_PPIS1	was_VBDZ stood_VVN	watching_VVG them_PPHO2 though_RR the_AT peephole_NN1 and_CC recording_VVG what_DDQ they_PPHS2 were_VBDR doing_VDG and_CC they_PPHS2 were_VBDR ringing_VVG the_AT fucking_JJ doorbell_NN1 and_CC then_RT	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=76	3591605	3591606
78	SAT9	if you 're going to get on yeah exactly no he was er and presumably there was he his wife	was standing	behind so she 'd obviously stopped and got out well but she obviously had had to get out yeah exactly	if_CS you_PPY 're_VBR going_VVGK to_TO get_VVI on_RP yeah_UH exactly_RR no_UH he_PPHS1 was_VBDZ er_UH and_CC presumably_RR there_EX was_VBDZ he_PPHS1 his_APPGE wife_NN1	was_VBDZ standing_VVG	behind_II so_RR she_PPHS1 'd_VHD obviously_RR stopped_VVN and_CC got_VVD out_RP well_RR but_CCB she_PPHS1 obviously_RR had_VHD had_VHD to_TO get_VVI out_RP yeah_UH exactly_RR		Discussing, explaining, inquiring, requesting, making arrangements	Original	Texts within Sample release	S0058 S0179	2	2012-03-31	0:25:15	ANON's car	2012 Q1	2012	Close family, partners, very close friends	Arrangements for the day, exercise, internet, family relationships	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=77	3615190	3615191
79	SAT9	good things mm well it will be a nice opportunity to use that mm --UNCLEARWORD will be fine you 'll	be sitting	down yeah I know I mean two weeks is n't too bad but I 'm not the nurse did seem	good_JJ things_NN2 mm_UH well_RR it_PPH1 will_VM be_VBI a_AT1 nice_JJ opportunity_NN1 to_TO use_VVI that_DD1 mm_UH --UNCLEARWORD_FU will_VM be_VBI fine_JJ you_PPY 'll_VM	be_VBI sitting_VVG	down_RP yeah_UH I_PPIS1 know_VV0 I_PPIS1 mean_VV0 two_MC weeks_NNT2 is_VBZ n't_XX too_RG bad_JJ but_CCB I_PPIS1 'm_VBM not_XX the_AT nurse_NN1 did_VDD seem_VVI		Discussing, explaining, inquiring, requesting, making arrangements	Original	Texts within Sample release	S0058 S0179	2	2012-03-31	0:25:15	ANON's car	2012 Q1	2012	Close family, partners, very close friends	Arrangements for the day, exercise, internet, family relationships	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=78	3615678	3615679
80	SAVW	line now mm I remember when mammy was looking for houses like when we were buying this one and I	was sat	next to her on my laptop cos she was on hers looking for like houses and I was on mine	line_NN1 now_RT mm_UH I_PPIS1 remember_VV0 when_RRQ mammy_NN1 was_VBDZ looking_VVG for_IF houses_NN2 like_RR when_CS we_PPIS2 were_VBDR buying_VVG this_DD1 one_PN1 and_CC I_PPIS1	was_VBDZ sat_VVN	next_II21 to_II22 her_PPHO1 on_II my_APPGE laptop_NN1 cos_CS she_PPHS1 was_VBDZ on_II hers_PPGE looking_JJ for_IF like_JJ houses_NN2 and_CC I_PPIS1 was_VBDZ on_II mine_NN1	Father and daughter converse on journey to Cornwall (summer holiday)	Discussing explaining, adecdote telling making arrangements	Revised	Texts within Sample release	S0421 S0423	2	2015-07-06	2:06:11	A car journey from Manchester to Cornwall (going on holiday)	2015 Q3	2015	Close family, partners, very close friends	Water bottles, pens, journey, lunch/dinner/supper, tea/coffee, Holland and Barrett, Irritable Bowel Syndrome, moving house, cooking, chocolate, manor houses, money, travelling, immigration, Japan, racism, liquorice/medicine, pets, post/delivery, amazon, Jurassic park, DVDS, unpacking, moving house, furniture, cars, delivery, washing machine, counties, Latin, examiners/exams, traffic, cars, inventions, cat flaps, Egyptians, cat in the hat, moomins, Norway, northern lights, taste, languages (Hungarian). 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=79	3688592	3688593
81	SAVW	no like no qualms about being openly racist people will say it like but now it is if if you	're sat	there well --UNCLEARWORD with like a couple of people someone might say something like quietly do you know what I	no_UH like_RR no_AT qualms_NN2 about_II being_VBG openly_RR racist_JJ people_NN will_VM say_VVI it_PPH1 like_RR but_CCB now_RT it_PPH1 is_VBZ if_CS if_CS you_PPY	're_VBR sat_VVN	there_RL well_RR --UNCLEARWORD_FU with_IW like_II a_AT1 couple_NN1 of_IO people_NN someone_PN1 might_VM say_VVI something_PN1 like_II quietly_RR do_VD0 you_PPY know_VVI what_DDQ I_PPIS1	Father and daughter converse on journey to Cornwall (summer holiday)	Discussing explaining, adecdote telling making arrangements	Revised	Texts within Sample release	S0421 S0423	2	2015-07-06	2:06:11	A car journey from Manchester to Cornwall (going on holiday)	2015 Q3	2015	Close family, partners, very close friends	Water bottles, pens, journey, lunch/dinner/supper, tea/coffee, Holland and Barrett, Irritable Bowel Syndrome, moving house, cooking, chocolate, manor houses, money, travelling, immigration, Japan, racism, liquorice/medicine, pets, post/delivery, amazon, Jurassic park, DVDS, unpacking, moving house, furniture, cars, delivery, washing machine, counties, Latin, examiners/exams, traffic, cars, inventions, cat flaps, Egyptians, cat in the hat, moomins, Norway, northern lights, taste, languages (Hungarian). 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=80	3691673	3691674
82	SAVW	we stopped like just before we got to Oxford or something and like we could barely walk cos we 'd	been sat	in the car for like ? mm I do n't even know how long yeah cos it took us quite	we_PPIS2 stopped_VVD like_RR just_RR before_CS we_PPIS2 got_VVD to_II Oxford_NP1 or_CC something_PN1 and_CC like_RR we_PPIS2 could_VM barely_RR walk_VVI cos_CS we_PPIS2 'd_VHD	been_VBN sat_VVN	in_II the_AT car_NN1 for_IF like_RR ?_YQUE mm_UH I_PPIS1 do_VD0 n't_XX even_RR know_VVI how_RGQ long_JJ yeah_UH cos_CS it_PPH1 took_VVD us_PPIO2 quite_RG	Father and daughter converse on journey to Cornwall (summer holiday)	Discussing explaining, adecdote telling making arrangements	Revised	Texts within Sample release	S0421 S0423	2	2015-07-06	2:06:11	A car journey from Manchester to Cornwall (going on holiday)	2015 Q3	2015	Close family, partners, very close friends	Water bottles, pens, journey, lunch/dinner/supper, tea/coffee, Holland and Barrett, Irritable Bowel Syndrome, moving house, cooking, chocolate, manor houses, money, travelling, immigration, Japan, racism, liquorice/medicine, pets, post/delivery, amazon, Jurassic park, DVDS, unpacking, moving house, furniture, cars, delivery, washing machine, counties, Latin, examiners/exams, traffic, cars, inventions, cat flaps, Egyptians, cat in the hat, moomins, Norway, northern lights, taste, languages (Hungarian). 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=81	3698743	3698744
83	SB5E	are tog- some people together just make you feel a bit like yeah I know what you mean like he	was sat	there I feel like that and she was like feeling his arse while he was cooking she was what ?	are_VBR tog-_FU some_DD people_NN together_RL just_RR make_VV0 you_PPY feel_VVI a_RR21 bit_RR22 like_II yeah_UH I_PPIS1 know_VV0 what_DDQ you_PPY mean_VV0 like_RR he_PPHS1	was_VBDZ sat_VVN	there_RL I_PPIS1 feel_VV0 like_II that_DD1 and_CC she_PPHS1 was_VBDZ like_RR feeling_VVG his_APPGE arse_NN1 while_CS he_PPHS1 was_VBDZ cooking_VVG she_PPHS1 was_VBDZ what_DDQ ?_YQUE	Flatmates talking in the kitchen in the evening	Discussing, complaining, anecdote telling, 	Revised	Texts not in Sample release	S0529 S0530 S0532 S0533	4	2015-11-09	0:59:59	Uni accommodation kitchen, Lancaster University	2015 Q4	2015	Friends, wider family circle	Money, uni accommodation complaining, family, gossip	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=82	3781257	3781258
84	SB5E	whole time he was cooking a chicken she was like rubbing his arse but for the whole time and he	was stood	here and he was just going like this like yeah I do n't know whose pepper this is I 'm	whole_JJ time_NNT1 he_PPHS1 was_VBDZ cooking_VVG a_AT1 chicken_NN1 she_PPHS1 was_VBDZ like_RR rubbing_VVG his_APPGE arse_NN1 but_II21 for_II22 the_AT whole_JJ time_NNT1 and_CC he_PPHS1	was_VBDZ stood_VVN	here_RL and_CC he_PPHS1 was_VBDZ just_RR going_VVG like_II this_DD1 like_RR yeah_UH I_PPIS1 do_VD0 n't_XX know_VVI whose_DDQGE pepper_NN1 this_DD1 is_VBZ I_PPIS1 'm_VBM	Flatmates talking in the kitchen in the evening	Discussing, complaining, anecdote telling, 	Revised	Texts not in Sample release	S0529 S0530 S0532 S0533	4	2015-11-09	0:59:59	Uni accommodation kitchen, Lancaster University	2015 Q4	2015	Friends, wider family circle	Money, uni accommodation complaining, family, gossip	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=83	3781315	3781316
85	SB6S	quite severely is noticeable limp hurts to do anything twinges yeah and a slow pain it hurts even when you	're sitting	or lying yeah that was you and then the third one is like completely fucked ca n't do anything at	quite_RG severely_RR is_VBZ noticeable_JJ limp_NN1 hurts_VVZ to_TO do_VDI anything_PN1 twinges_NN2 yeah_UH and_CC a_AT1 slow_JJ pain_NN1 it_PPH1 hurts_VVZ even_CS21 when_CS22 you_PPY	're_VBR sitting_VVG	or_CC lying_VVG yeah_UH that_DD1 was_VBDZ you_PPY and_CC then_RT the_AT third_MD one_PN1 is_VBZ like_RR completely_RR fucked_VVN ca_VM n't_XX do_VDI anything_PN1 at_RR21	Two friends talking about various topics (see 9 above) in a café in Tarnow, Poland.	Discussing, explaining	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-29	0:45:06	A café in the town square, Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	Holiday plans, gym, cleaning, CV & job applications, teaching/learning a language, cats, housemates, friends, identity.	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=84	3792921	3792922
86	SBBP	and it was like we had a meal with them all and you know in erm Harry Potter when everybody	's sitting	in that big dining room with all oh right it was like that they had a hall right and it	and_CC it_PPH1 was_VBDZ like_RR we_PPIS2 had_VHD a_AT1 meal_NN1 with_IW them_PPHO2 all_DB and_CC you_PPY know_VV0 in_II erm_UH Harry_NP1 Potter_NP1 when_CS everybody_PN1	's_VBZ sitting_VVG	in_II that_DD1 big_JJ dining_NN1 room_NN1 with_IW all_DB oh_UH right_RR it_PPH1 was_VBDZ like_II that_CST they_PPHS2 had_VHD a_AT1 hall_NN1 right_RR and_CC it_PPH1	comparative strangers talking bout visiting and working in Australia, and Sheffield dialect	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0266 S0269 S0314	3	2014-11-13	0:18:52	ANON's home	2014 Q4	2014	Strangers	Australia, business men's clothing, Queensland, bank loans, Sheffield dialect, Bristol, teaching, Southerners, farewells	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=85	3861350	3861351
87	SBBP	next to the tree you could hear the snap mm of the leaf mm leaving the branch oh so I	'm standing	there with the kids listening to all this snapping and it were just watching these leaves and they 're huge	next_II21 to_II22 the_AT tree_NN1 you_PPY could_VM hear_VVI the_AT snap_JJ mm_UH of_IO the_AT leaf_NN1 mm_UH leaving_VVG the_AT branch_NN1 oh_UH so_RR I_PPIS1	'm_VBM standing_VVG	there_RL with_IW the_AT kids_NN2 listening_VVG to_II all_DB this_DD1 snapping_VVG and_CC it_PPH1 were_VBDR just_RR watching_VVG these_DD2 leaves_NN2 and_CC they_PPHS2 're_VBR huge_JJ	comparative strangers talking bout visiting and working in Australia, and Sheffield dialect	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0266 S0269 S0314	3	2014-11-13	0:18:52	ANON's home	2014 Q4	2014	Strangers	Australia, business men's clothing, Queensland, bank loans, Sheffield dialect, Bristol, teaching, Southerners, farewells	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=86	3862439	3862440
88	SCMZ	not only do you have the ignominy of getting weighed but these bloody children 's seats first school so you	're sat	on bloody stupid little kids ' seats so you feel even bigger exact- and make you feel your arse is	not_XX only_RR do_VD0 you_PPY have_VHI the_AT ignominy_NN1 of_IO getting_VVG weighed_VVN but_CCB these_DD2 bloody_JJ children_NN2 's_GE seats_NN2 first_MD school_NN1 so_CS you_PPY	're_VBR sat_VVN	on_II bloody_JJ stupid_JJ little_JJ kids_NN2 '_GE seats_NN2 so_CS you_PPY feel_VV0 even_RR bigger_JJR exact-_FU and_CC make_VV0 you_PPY feel_VVI your_APPGE arse_NN1 is_VBZ			Revised	Texts not in Sample release	S0406 S0407 S0408 S0409 S0410	5	2014-05-24	0:31:54	A pub in Blyth	2014 Q2	2014	Friends, wider family circle		T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=87	4177411	4177412
89	SCMZ	put Jeffrey in one of the little well no that would make him squeak would n't it ? so he	was sat	like that well that 's what I thought no I know but the minute got in and I thought he	put_VV0 Jeffrey_NP1 in_II one_MC1 of_IO the_AT little_JJ well_RR no_UH that_DD1 would_VM make_VVI him_PPHO1 squeak_NN1 would_VM n't_XX it_PPH1 ?_YQUE so_RR he_PPHS1	was_VBDZ sat_VVN	like_II that_DD1 well_RR that_DD1 's_VBZ what_DDQ I_PPIS1 thought_VVD no_UH I_PPIS1 know_VV0 but_CCB the_AT minute_NNT1 got_VVD in_RP and_CC I_PPIS1 thought_VVD he_PPHS1			Revised	Texts not in Sample release	S0406 S0407 S0408 S0409 S0410	5	2014-05-24	0:31:54	A pub in Blyth	2014 Q2	2014	Friends, wider family circle		T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=88	4181553	4181554
90	SD6X	were you in a room ? yeah that was so good it was like a Sunday afternoon randomly and I	was sitting	on one of the window-sills which is my favourite place to sit mm Cos there 's er there 's proper	were_VBDR you_PPY in_II a_AT1 room_NN1 ?_YQUE yeah_UH that_DD1 was_VBDZ so_RG good_JJ it_PPH1 was_VBDZ like_II a_AT1 Sunday_NPD1 afternoon_NNT1 randomly_RR and_CC I_PPIS1	was_VBDZ sitting_VVG	on_II one_MC1 of_IO the_AT window-sills_NN2 which_DDQ is_VBZ my_APPGE favourite_JJ place_NN1 to_TO sit_VVI mm_UH Cos_CS there_EX 's_VBZ er_UH there_EX 's_VBZ proper_JJ		Discussing, explaining, inquiring, complaining, requesting, making arrangements, buying/selling	Original	Texts within Sample release	S0058 S0179	2	2012-03-16	1:52:03	Shiraz restaurant, Cambridge	2012 Q1	2012	Close family, partners, very close friends	Food, holidays	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=89	4455993	4455994
