Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Decade	Text genre	Text source	Year	URL	Matchbegin corpus position	Matchend corpus position
326	NA4__040923	pattern . '' Qantas chief pilot Chris Manning said the two pilots from the flight had returned to work after	<<< being stood >>>	down while a company inquiry into the incident had been carried out . ` ` While an error appears to	pattern_NN1 ._YSTP ''_JJ Qantas_NP2 chief_JJ pilot_NN1 Chris_NP1 Manning_NP1 said_VVD the_AT two_MC pilots_NN2 from_II the_AT flight_NN1 had_VHD returned_VVN to_II work_NN1 after_II	<<< being_VBG stood_VVN >>>	down_RP while_CS a_AT1 company_NN1 inquiry_NN1 into_II the_AT incident_NN1 had_VHD been_VBN carried_VVN out_RP ._YSTP `_YQUO `_YQUO While_CS an_AT1 error_NN1 appears_VVZ to_TO	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=325	272207670	272207671
327	NA4__041002	centres are now up for sale . Police in Melbourne also said a primary teacher and an Anglican minister had	<<< been stood >>>	down by their employers and would face pornography charges . There was no evidence the teacher had abused his pupils	centres_NN2 are_VBR now_RT up_RP for_IF sale_NN1 ._YSTP Police_NN2 in_II Melbourne_NP1 also_RR said_VVD a_AT1 primary_JJ teacher_NN1 and_CC an_AT1 Anglican_JJ minister_NN1 had_VHD	<<< been_VBN stood_VVN >>>	down_RP by_II their_APPGE employers_NN2 and_CC would_VM face_VVI pornography_NN1 charges_NN2 ._YSTP There_EX was_VBDZ no_AT evidence_NN1 the_AT teacher_NN1 had_VHD abused_VVN his_APPGE pupils_NN2	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=326	272550349	272550350
328	NA4__041023	The Mercury 1 - Deputy head to face child porn charges THE assistant principal of a Melbourne primary school has	<<< been stood >>>	down after child pornography was found on his departmental laptop , police said yesterday . Staff and parents at Norris	The_AT Mercury_NP1 1_MC1 -_YDSH Deputy_NN1 head_NN1 to_TO face_VVI child_NN1 porn_NN1 charges_NN2 THE_AT assistant_JJ principal_NN1 of_IO a_AT1 Melbourne_NP1 primary_JJ school_NN1 has_VHZ	<<< been_VBN stood_VVN >>>	down_RP after_II child_NN1 pornography_NN1 was_VBDZ found_VVN on_II his_APPGE departmental_JJ laptop_NN1 ,_YCOM police_NN2 said_VVD yesterday_RT ._YSTP Staff_NN and_CC parents_NN2 at_II Norris_NP1	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=327	273402125	273402126
329	NA4__041023	concerning activities , '' he told reporters . The school 's principal , Emily Dimitracopoulos , said the assistant principal	<<< was stood >>>	down as soon as the images were discovered . He was now on sick leave . ` ` The assistant	concerning_VVG activities_NN2 ,_YCOM ''_VV0 he_PPHS1 told_VVD reporters_NN2 ._YSTP The_AT school_NN1 's_GE principal_NN1 ,_YCOM Emily_NP1 Dimitracopoulos_NP2 ,_YCOM said_VVD the_AT assistant_JJ principal_NN1	<<< was_VBDZ stood_VVN >>>	down_RP as_CS31 soon_CS32 as_CS33 the_AT images_NN2 were_VBDR discovered_VVN ._YSTP He_PPHS1 was_VBDZ now_RT on_II sick_JJ leave_NN1 ._YSTP `_YQUO `_YQUO The_AT assistant_JJ	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=328	273402268	273402269
330	NA4__041103	. The image ended up on a website and a spokesman for the Australian Defence Force said the crew had	<<< been stood >>>	down and an investigation was under way . The Mercury 1 - Aussie to face tough drugs prosecutor CINDY WOCKNER	._YSTP The_AT image_NN1 ended_VVD up_RP on_II a_AT1 website_NN1 and_CC a_AT1 spokesman_NN1 for_IF the_AT Australian_JJ Defence_NN1 Force_NN1 said_VVD the_AT crew_NN1 had_VHD	<<< been_VBN stood_VVN >>>	down_RP and_CC an_AT1 investigation_NN1 was_VBDZ under_RR21 way_RR22 ._YSTP The_AT Mercury_NP1 1_MC1 -_YDSH Aussie_NN1 to_TO face_VVI tough_JJ drugs_NN2 prosecutor_NN1 CINDY_NP1 WOCKNER_NN1	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=329	273879131	273879132
331	NA4__041114	certificate of education ( TCE ) exams . Accounting and environmental science are the first of the 48 subjects to	<<< be sat >>>	, starting at 9am . During the next two weeks they will be followed by exams in the traditional subjects	certificate_NN1 of_IO education_NN1 (_YBL TCE_NP1 )_YBR exams_NN2 ._YSTP Accounting_NN1 and_CC environmental_JJ science_NN1 are_VBR the_AT first_MD of_IO the_AT 48_MC subjects_NN2 to_TO	<<< be_VBI sat_VVN >>>	,_YCOM starting_VVG at_II 9am_RA ._YSTP During_II the_AT next_MD two_MC weeks_NNT2 they_PPHS2 will_VM be_VBI followed_VVN by_II exams_NN2 in_II the_AT traditional_JJ subjects_NN2	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=330	274383569	274383570
332	NA4__041121	. The new Speaker promised to be ` ` firm but fair'' . When a couple of protesting Opposition frontbenchers	<<< were sat >>>	down by Hawker in question time , Latham rose and protested : ` ` Is that what you mean by	._YSTP The_AT new_JJ Speaker_NN1 promised_VVD to_TO be_VBI `_YQUO `_YQUO firm_JJ but_CCB fair''_VV0 ._YSTP When_CS a_AT1 couple_NN1 of_IO protesting_VVG Opposition_NN1 frontbenchers_NN2	<<< were_VBDR sat_VVN >>>	down_RP by_II Hawker_NP1 in_II question_NN1 time_NNT1 ,_YCOM Latham_NP1 rose_VVD and_CC protested_VVD :_YCOL `_YQUO `_YQUO Is_VBZ that_DD1 what_DDQ you_PPY mean_VV0 by_II	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=331	274675617	274675618
333	NA4__041124	Flowers , who sat on the tribunal , denied the Rogers ruling smacked of double standards after five-eighth Elton Flatley	<<< was stood >>>	down from a Test last year over an off-field indiscretion . Flatley was punished for over-sleeping and missing a team	Flowers_NP1 ,_YCOM who_PNQS sat_VVD on_II the_AT tribunal_NN1 ,_YCOM denied_VVD the_AT Rogers_NP1 ruling_NN1 smacked_VVD of_IO double_JJ standards_NN2 after_II five-eighth_MD Elton_NP1 Flatley_NP1	<<< was_VBDZ stood_VVN >>>	down_RP from_II a_AT1 Test_NN1 last_MD year_NNT1 over_II an_AT1 off-field_JJ indiscretion_NN1 ._YSTP Flatley_NN1 was_VBDZ punished_VVN for_IF over-sleeping_VVG and_CC missing_VVG a_AT1 team_NN1	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=332	274829428	274829429
334	NA4__041125	not fly to Perth for the third Test . Benaud was reluctant to comment on reports Chappell was angry at	<<< being stood >>>	down from duty this week but voiced his support for the system . ` ` It 's an extremely sensible	not_XX fly_VVI to_II Perth_NP1 for_IF the_AT third_MD Test_NN1 ._YSTP Benaud_NN1 was_VBDZ reluctant_JJ to_TO comment_VVI on_II reports_NN2 Chappell_NP1 was_VBDZ angry_JJ at_II	<<< being_VBG stood_VVN >>>	down_RP from_II duty_NN1 this_DD1 week_NNT1 but_CCB voiced_VVD his_APPGE support_NN1 for_IF the_AT system_NN1 ._YSTP `_YQUO `_YQUO It_PPH1 's_VBZ an_AT1 extremely_RR sensible_JJ	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=333	274875259	274875260
335	NA4__041207	past . He said employees found breaking the new phone restrictions would be severely punished . ` ` They will	<<< be stood >>>	down without pay on the spot , '' he said . The Mercury 1 - Dutch treat awaits prize winner	past_NN1 ._YSTP He_PPHS1 said_VVD employees_NN2 found_VVD breaking_VVG the_AT new_JJ phone_NN1 restrictions_NN2 would_VM be_VBI severely_RR punished_VVN ._YSTP `_YQUO `_YQUO They_PPHS2 will_VM	<<< be_VBI stood_VVN >>>	down_RP without_IW pay_NN1 on_II the_AT spot_NN1 ,_YCOM ''_VV0 he_PPHS1 said_VVD ._YSTP The_AT Mercury_NP1 1_MC1 -_YDSH Dutch_JJ treat_NN1 awaits_VVZ prize_JJ winner_NN1	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=334	275367789	275367790
336	NA4__041215	that a female teacher at a Melbourne Catholic school had a relationship with a 17-year-old male student . Mr Pappas	<<< was stood >>>	down after the allegations , which have been denied by Mr Pappas and the girl , were raised at the	that_CST a_AT1 female_JJ teacher_NN1 at_II a_AT1 Melbourne_NP1 Catholic_JJ school_NN1 had_VHD a_AT1 relationship_NN1 with_IW a_AT1 17-year-old_JJ male_JJ student_NN1 ._YSTP Mr_NNB Pappas_NP1	<<< was_VBDZ stood_VVN >>>	down_RP after_II the_AT allegations_NN2 ,_YCOM which_DDQ have_VH0 been_VBN denied_VVN by_II Mr_NNB Pappas_NP1 and_CC the_AT girl_NN1 ,_YCOM were_VBDR raised_VVN at_II the_AT	Australia	2000s	newspaper	Computing	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=335	275692049	275692050
337	NA4__041230	Tyres banned the use of mobile phones by employees earlier this month . Workers who disobeyed the ban would reportedly	<<< be stood >>>	down immediately . The decision was the result of an argument in April between a supervisor and a worker who	Tyres_NN2 banned_VVD the_AT use_NN1 of_IO mobile_JJ phones_NN2 by_II employees_NN2 earlier_RRR this_DD1 month_NNT1 ._YSTP Workers_NN2 who_PNQS disobeyed_VVD the_AT ban_NN1 would_VM reportedly_RR	<<< be_VBI stood_VVN >>>	down_RP immediately_RR ._YSTP The_AT decision_NN1 was_VBDZ the_AT result_NN1 of_IO an_AT1 argument_NN1 in_II April_NPM1 between_II a_AT1 supervisor_NN1 and_CC a_AT1 worker_NN1 who_PNQS	Australia	2000s	newspaper	Country Life	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=336	276259081	276259082
338	NA4__050119	* HANDY galloper Mancha suffered a bleeding attack during the last race at Elwick on Sunday . The four-year-old gelding	<<< was stood >>>	down from racing for a period of three months . The Mercury 1 - Refusing to beat around the bush	*_FU HANDY_JJ galloper_NN1 Mancha_NP1 suffered_VVD a_AT1 bleeding_JJ attack_NN1 during_II the_AT last_MD race_NN1 at_II Elwick_NP1 on_II Sunday_NPD1 ._YSTP The_AT four-year-old_JJ gelding_NN1	<<< was_VBDZ stood_VVN >>>	down_RP from_II racing_VVG for_IF a_AT1 period_NN1 of_IO three_MC months_NNT2 ._YSTP The_AT Mercury_NP1 1_MC1 -_YDSH Refusing_VVG to_TO beat_VVI around_II the_AT bush_NN1	Australia	2000s	newspaper	Country Life	2005	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=337	277104637	277104638
339	NA4__050207	Sovereign Stakes , at Mowbray on February 23 . ` ` This is the first two-year-old I 've had that	<<< 's stood >>>	up , '' Miller said after Darcenell comfortably accounted for Santorini Sky and Makevina . The Mercury 1 - Clever	Sovereign_NN1 Stakes_NN2 ,_YCOM at_II Mowbray_NP1 on_II February_NPM1 23_MC ._YSTP `_YQUO `_YQUO This_DD1 is_VBZ the_AT first_MD two-year-old_NN1 I_PPIS1 've_VH0 had_VHN that_DD1	<<< 's_VBZ stood_VVN >>>	up_RP ,_YCOM ''_VV0 Miller_NP1 said_VVD after_II Darcenell_NP1 comfortably_RR accounted_VVN for_IF Santorini_JJ Sky_NN1 and_CC Makevina_NP1 ._YSTP The_AT Mercury_NP1 1_MC1 -_YDSH Clever_JJ	Australia	2000s	newspaper	Country Life	2005	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=338	277914105	277914106
340	NA4__050209	of 40,000-plus sheep would represent about a month 's work at Longford . ` ` This could mean workers will	<<< be stood >>>	down for a month and will have to go on social security benefits to feed their families . '' But	of_IO 40,000-plus_FO sheep_NN would_VM represent_VVI about_II a_AT1 month_NNT1 's_GE work_NN1 at_II Longford_NP1 ._YSTP `_YQUO `_YQUO This_DD1 could_VM mean_VVI workers_NN2 will_VM	<<< be_VBI stood_VVN >>>	down_RP for_IF a_AT1 month_NNT1 and_CC will_VM have_VHI to_TO go_VVI on_II social_JJ security_NN1 benefits_NN2 to_TO feed_VVI their_APPGE families_NN2 ._YSTP ''_VV0 But_CCB	Australia	2000s	newspaper	Country Life	2005	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=339	277950448	277950449
341	NA4__050212	Umpires should be accountable for their decisions . If the same umpire continues to make poor decisions , he should	<<< be stood >>>	down . The match referees have to abide by a set of rules and have to be consistent in their	Umpires_NN2 should_VM be_VBI accountable_JJ for_IF their_APPGE decisions_NN2 ._YSTP If_CS the_AT same_DA umpire_NN1 continues_VVZ to_TO make_VVI poor_JJ decisions_NN2 ,_YCOM he_PPHS1 should_VM	<<< be_VBI stood_VVN >>>	down_RP ._YSTP The_AT match_NN1 referees_NN2 have_VH0 to_TO abide_VVI by_II a_AT1 set_NN1 of_IO rules_NN2 and_CC have_VH0 to_TO be_VBI consistent_JJ in_II their_APPGE	Australia	2000s	newspaper	Country Life	2005	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=340	278075400	278075401
342	NA4__050317	at Aussie Stadium . NSW Rugby Union chief executive Fraser Neill has refused to bow to calls for Harrison to	<<< be stood >>>	down , claiming a ` ` process'' was in place and could not be ` ` compromised'' . Harrison did	at_II Aussie_NN1 Stadium_NN1 ._YSTP NSW_NP1 Rugby_NN1 Union_NN1 chief_NN1 executive_NN1 Fraser_NP1 Neill_NP1 has_VHZ refused_VVN to_TO bow_VVI to_II calls_NN2 for_IF Harrison_NP1 to_TO	<<< be_VBI stood_VVN >>>	down_RP ,_YCOM claiming_VVG a_AT1 `_YQUO `_YQUO process''_NN1 was_VBDZ in_II place_NN1 and_CC could_VM not_XX be_VBI `_YQUO `_YQUO compromised''_JJ ._YSTP Harrison_NP1 did_VDD	Australia	2000s	newspaper	Country Life	2005	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=341	279514093	279514094
343	NAX__040625	had done ` ` dreadful things'' . She criticised Dr Lewin for making new positions for four staff after they	<<< were stood >>>	down on June 4 , 2003 . The former staff member said about 18 victims were seeing a psychiatrist and	had_VHD done_VDN `_YQUO `_YQUO dreadful_JJ things''_NN1 ._YSTP She_PPHS1 criticised_VVD Dr_NNB Lewin_NP1 for_IF making_VVG new_JJ positions_NN2 for_IF four_MC staff_NN after_CS they_PPHS2	<<< were_VBDR stood_VVN >>>	down_RP on_II June_NPM1 4_MC ,_YCOM 2003_MC ._YSTP The_AT former_DA staff_NN member_NN1 said_VVD about_RG 18_MC victims_NN2 were_VBDR seeing_VVG a_AT1 psychiatrist_NN1 and_CC	Australia	2000s	newspaper	Country Life	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=342	281395621	281395622
344	NAX__040713	, it will incur a life-time ban from racing . A swab sample was taken from CLAVIER . D. Craven	<<< was stood >>>	down by the Club 's medical officer after riding FOREVER AMEN in this event and was replaced on JUST CASSIDY	,_YCOM it_PPH1 will_VM incur_VVI a_AT1 life-time_NNT1 ban_NN1 from_II racing_VVG ._YSTP A_AT1 swab_NN1 sample_NN1 was_VBDZ taken_VVN from_II CLAVIER_NN1 ._YSTP D._NP1 Craven_NP1	<<< was_VBDZ stood_VVN >>>	down_RP by_II the_AT Club_NN1 's_GE medical_JJ officer_NN1 after_II riding_VVG FOREVER_RT AMEN_UH in_II this_DD1 event_NN1 and_CC was_VBDZ replaced_VVN on_II JUST_JJ CASSIDY_NN1	Australia	2000s	newspaper	Country Life	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=343	282140665	282140666
345	NAX__040809	him . The best Prime Minister Australia has ever had . John Howard understands ordinary people . At least he	<<< 's stood >>>	up for us . We have to stay close to America , they 're a crucial superpower . With the	him_PPHO1 ._YSTP The_AT best_JJT Prime_JJ Minister_NN1 Australia_NP1 has_VHZ ever_RR had_VHN ._YSTP John_NP1 Howard_NP1 understands_VVZ ordinary_JJ people_NN ._YSTP At_RR21 least_RR22 he_PPHS1	<<< 's_VBZ stood_VVN >>>	up_RP for_IF us_PPIO2 ._YSTP We_PPIS2 have_VH0 to_TO stay_VVI close_RR to_II America_NP1 ,_YCOM they_PPHS2 're_VBR a_AT1 crucial_JJ superpower_NN1 ._YSTP With_IW the_AT	Australia	2000s	newspaper	Country Life	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=344	283169699	283169700
346	NAX__041002	centres are now up for sale . Police in Melbourne also said a primary teacher and an Anglican minister had	<<< been stood >>>	down by their employers and would face pornography charges . There was no evidence the teacher had abused his pupils	centres_NN2 are_VBR now_RT up_RP for_IF sale_NN1 ._YSTP Police_NN2 in_II Melbourne_NP1 also_RR said_VVD a_AT1 primary_JJ teacher_NN1 and_CC an_AT1 Anglican_JJ minister_NN1 had_VHD	<<< been_VBN stood_VVN >>>	down_RP by_II their_APPGE employers_NN2 and_CC would_VM face_VVI pornography_NN1 charges_NN2 ._YSTP There_EX was_VBDZ no_AT evidence_NN1 the_AT teacher_NN1 had_VHD abused_VVN his_APPGE pupils_NN2	Australia	2000s	newspaper	Country Life	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=345	285669976	285669977
347	NAX__041002	on child pornography this week , Victorian police revealed yesterday . The men , from metropolitan Melbourne , had both	<<< been stood >>>	down by their employers and would be charged by summons , a Victoria Police spokesman said . There was no	on_II child_NN1 pornography_NN1 this_DD1 week_NNT1 ,_YCOM Victorian_JJ police_NN2 revealed_VVD yesterday_RT ._YSTP The_AT men_NN2 ,_YCOM from_II metropolitan_JJ Melbourne_NP1 ,_YCOM had_VHD both_RR	<<< been_VBN stood_VVN >>>	down_RP by_II their_APPGE employers_NN2 and_CC would_VM be_VBI charged_VVN by_II summons_NN1 ,_YCOM a_AT1 Victoria_NP1 Police_NN2 spokesman_NN1 said_VVD ._YSTP There_EX was_VBDZ no_AT	Australia	2000s	newspaper	Country Life	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=346	285673341	285673342
348	NAX__041002	centres are now up for sale . Police in Melbourne also said a primary teacher and an Anglican minister had	<<< been stood >>>	down by their employers and would face pornography charges . There was no evidence the teacher had abused his pupils	centres_NN2 are_VBR now_RT up_RP for_IF sale_NN1 ._YSTP Police_NN2 in_II Melbourne_NP1 also_RR said_VVD a_AT1 primary_JJ teacher_NN1 and_CC an_AT1 Anglican_JJ minister_NN1 had_VHD	<<< been_VBN stood_VVN >>>	down_RP by_II their_APPGE employers_NN2 and_CC would_VM face_VVI pornography_NN1 charges_NN2 ._YSTP There_EX was_VBDZ no_AT evidence_NN1 the_AT teacher_NN1 had_VHD abused_VVN his_APPGE pupils_NN2	Australia	2000s	newspaper	Country Life	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=347	285748901	285748902
349	NAX__041002	his home in the state 's southwest . In Melbourne , a Catholic primary school teacher and an Anglican minister	<<< were stood >>>	down and will be charged on summons with possessing child pornography . The scale of the child porn network has	his_APPGE home_NN1 in_II the_AT state_NN1 's_GE southwest_ND1 ._YSTP In_II Melbourne_NP1 ,_YCOM a_AT1 Catholic_JJ primary_JJ school_NN1 teacher_NN1 and_CC an_AT1 Anglican_JJ minister_NN1	<<< were_VBDR stood_VVN >>>	down_RP and_CC will_VM be_VBI charged_VVN on_II summons_NN1 with_IW possessing_VVG child_NN1 pornography_NN1 ._YSTP The_AT scale_NN1 of_IO the_AT child_NN1 porn_NN1 network_NN1 has_VHZ	Australia	2000s	newspaper	Country Life	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=348	285788092	285788093
350	NAX__041002	Hiding behind a computer screen wo n't protect offenders from detection and prosecution . '' The Melbourne Catholic school teacher	<<< was stood >>>	down after the church became aware of allegations against him . ` ` At this stage there is no evidence	Hiding_VVG behind_II a_AT1 computer_NN1 screen_NN1 wo_VM n't_XX protect_VVI offenders_NN2 from_II detection_NN1 and_CC prosecution_NN1 ._YSTP ''_VV0 The_AT Melbourne_NP1 Catholic_JJ school_NN1 teacher_NN1	<<< was_VBDZ stood_VVN >>>	down_RP after_II the_AT church_NN1 became_VVD aware_JJ of_IO allegations_NN2 against_II him_PPHO1 ._YSTP `_YQUO `_YQUO At_II this_DD1 stage_NN1 there_EX is_VBZ no_AT evidence_NN1	Australia	2000s	newspaper	Country Life	2004	https://cqpweb.bham.ac.uk/bankofenglish/context.php?qname=gum33613iky&batch=349	285788292	285788293
